Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2005-01-03,22.15511131286621,22.46069740255275,22.075883050911056,22.34185824774413,14957900
2005-01-04,21.926776885986328,22.29783750796281,21.875399294907467,22.25216757026494,11360900
2005-01-05,21.972440719604492,22.217908944719248,21.915353313341388,22.03523360000108,9770200
2005-01-06,22.098026275634766,22.252158989435017,22.0580661843897,22.132278715699815,9115900
2005-01-07,21.921066284179688,22.189369510248664,21.91535645390419,22.086614341911712,9971200
2005-01-10,21.846843719482422,21.983849096019306,21.721253642939285,21.846843719482422,9284500
2005-01-11,21.63563346862793,21.83543395400502,21.63563346862793,21.74980393017943,8966300
2005-01-12,21.687013626098633,21.7098464145267,21.447250837475018,21.692721278790092,9075900
2005-01-13,21.561416625976562,21.909642126174738,21.527164187745722,21.692714372702483,9646600
2005-01-14,21.58424949645996,21.681294795565634,21.49291184767643,21.567122190170892,7346500
2005-01-18,21.921066284179688,21.97244386834816,21.418707925383725,21.527170746333972,9729100
2005-01-19,21.60137939453125,21.949604937923553,21.595671742948895,21.698424715063897,15845900
2005-01-20,21.264575958251953,21.59567644126907,21.184655752740863,21.57854912747221,15240300
2005-01-21,21.036226272583008,21.40157912955122,21.036226272583008,21.264571535980412,14174400
2005-01-24,21.053359985351562,21.24745286496636,20.984855078902232,21.04194250094334,12870700
2005-01-25,21.041940689086914,21.241741204870376,21.024815552780414,21.116153242518898,9986100
2005-01-26,21.02480697631836,21.121852279351415,20.984844711800818,21.007679669336152,14555600
2005-01-27,20.979141235351562,21.064771254315694,20.842133640541324,20.904928697426772,9791100
2005-01-28,21.121854782104492,21.121854782104492,20.910636844028712,21.053352079042934,15282000
2005-01-31,21.31024932861328,21.350209437813973,21.258871734260588,21.281704526901965,14111800
2005-02-01,21.407291412353516,21.487211618533667,21.29311875595517,21.407291412353516,14015400
2005-02-02,21.418704986572266,21.430122467894492,21.338784794978565,21.407287505250036,13147400
2005-02-03,21.344491958618164,21.42441214838393,21.32165699649599,21.390161882862515,10737700
2005-02-04,21.515743255615234,21.544288038391,21.350195274886175,21.37302805238113,10662400
2005-02-07,21.675586700439453,21.73267191313472,21.464366622612154,21.521454012968697,9438000
2005-02-08,21.555702209472656,21.68700210591392,21.515742128872645,21.647039847652838,7579200
2005-02-09,21.407291412353516,21.544299035563988,21.3787487926695,21.47008648225572,7084500
2005-02-10,21.378742218017578,21.49862249042076,21.344489778333113,21.44153726860828,8872600
2005-02-11,21.3958683013916,21.452955703406754,21.20177548986353,21.29311315542605,10676700
2005-02-14,21.407291412353516,21.44725151544359,21.275993619677223,21.44725151544359,6686000
2005-02-15,21.43582534790039,21.54999795804483,21.378740131658876,21.50432804292249,8145300
2005-02-16,21.31024932861328,21.36733457671066,21.224619278804585,21.315956982357967,9579800
2005-02-17,20.996267318725586,21.3330754028193,20.996267318725582,21.281697824646972,12155800
